id,author,created,description,invite_token,name,updated
dub5b6pea1a68ta,xutr6nr3440j17q,2026-07-05 21:11:02.896Z,Test group for the full survey and app testing.,x5cMPeMRo9p50sQzNtfJaI7m1yJ4aIZA,Office Study Group,2026-07-05 21:11:02.896Z
