id,author,created,description,invite_token,name,updated
m5obm8bp0rbq043,xutr6nr3440j17q,2026-08-06 13:21:57.290Z,Schwarmintelligenz-Studie des WG-Netzes Winterthur: Gemeinsam erarbeiten wir Leitsätze für unsere Identität und ein System zum Teilen von Ressourcen.,nar2qPkbndY8uU064clwv1hDoz3lqopY,WG-Netz Winterthur,2026-08-06 13:21:57.290Z
