id,author,closing_window_deadline,constraints,created,current_phase,current_phase_name,description,discussion_deadline,focus_quorum,group,invite_token,title,updated,visibility,vote_deadline,voting_summary_json
76q0g006tjtp7gp,de13859e1d6aea12,2026-08-22 13:22:00.002Z,"[""K\u00fcrze & Pr\u00e4gnanz: Der finale Vorschlag muss sich als Text f\u00fcr eine Website (\u00dcber-uns-Sektion) oder einen Info-Flyer eignen."", ""Fundament: Sollte die Kernwerte aus der Sitzung aufgreifen (Ressourcenteilen, soziale Vernetzung, bewusste Lebensform)."", ""Klare Grenzen: Der Vorschlag muss aufzeigen oder zumindest implizieren, wo unsere Grenzen als Netzwerk liegen (Wer oder was geh\u00f6rt nicht dazu?).""]",2026-08-06 13:21:57.631Z,jo6rtdjfrlwdo8x,Decided,"<p>Das WG-Netz existiert nun schon eine ganze Weile. Jetzt ist es an der Zeit, unsere Identität knackig auf den Punkt zu bringen – für unsere Website, Kanäle nach aussen und unser eigenes Selbstverständnis. In einem vergangenen Workshop haben wir bereits Grundsteine gelegt:</p><ul><li>Offen für alle kollektiven (Wohn-)formen.</li><li>Ein Gefäss für das soziale Teilen von Material, Arbeitskraft und Wissen für die WGs von Winterthur</li><li>Eine Stimme für WGs als bewusste Lebensform in Winterthur</li></ul><p>Gleichzeitig steht die Frage der Abgrenzung im Raum: Wenn wir ""offen für alle"" sind, wo ziehen wir die Grenze? Wer sind wir nicht? Wir suchen nach präzisen, gut formulierten Leitsätzen, die all das vereinen.</p>",2026-08-20 13:21:57.646Z,0,m5obm8bp0rbq043,,Wie definieren wir das WG-Netz und ihre Rolle in Winterthur?,2026-08-25 13:23:00.013Z,Group,2026-08-25 13:22:00.014Z,"{""abstentions"": 0, ""activeVotes"": 3, ""eligibleVoters"": 17, ""numChampions"": 1, ""proposals"": [{""bordaScore"": 3, ""firstPlaceVotes"": 3, ""maxPossibleScore"": 3, ""proposalId"": ""vixofkl1sb29k6z"", ""rankDistribution"": [3], ""title"": ""Solidarit\u00e4tsnetzwerk"", ""totalVotes"": 3}], ""totalBallots"": 3}"
3o2fj1znev0krvz,de13859e1d6aea12,2026-08-22 13:22:00.350Z,"[""Doppel-L\u00f6sung: Der Ansatz muss sowohl dezentrales Teilen (WG zu WG) als auch zentrales Lagern (Eigentum der WG-Vernetzung) ber\u00fccksichtigen."", ""Verwaltbarkeit: Es muss klar benannt werden, wie das System gepflegt wird (Wer h\u00e4lt die Liste aktuell? Wer hat den Schl\u00fcssel zum Lager?)."", ""Niederschwelligkeit: Das Ausleihen muss so einfach sein, dass es im Alltag auch wirklich genutzt wird.""]",2026-08-06 13:21:57.944Z,jhnjlkkquqy3r8i,Decided,"<p>Viele WGs in Winterthur besitzen Dinge, die sie selten brauchen, die aber für andere extrem nützlich wären (Gartenwerkzeug, Licht-/Musikequipment, Fahrzeuge, Räume). Ausserdem erben wir als WG-Vernetzung bald eigenes Material (z.B. Equipment vom Bambole), für das wir einen zentralen Lagerplatz brauchen.</p><p>Wir suchen nach einem konkreten System (logistisch wie auch organisatorisch), wie wir diese Ressourcen stadtweit zugänglich machen können, ohne dass es im Chaos endet.</p>",2026-08-20 13:21:57.958Z,0,m5obm8bp0rbq043,,"Wie können wir Material, Räume und Ressourcen über WGs hinweg effizient teilen und lagern?",2026-08-25 13:24:00.010Z,Group,2026-08-25 13:23:00.028Z,"{""abstentions"": 0, ""activeVotes"": 3, ""eligibleVoters"": 17, ""numChampions"": 6, ""proposals"": [{""bordaScore"": 17, ""firstPlaceVotes"": 2, ""maxPossibleScore"": 18, ""proposalId"": ""y9eb6fxeu3zpepy"", ""rankDistribution"": [2, 1, 0, 0, 0, 0], ""title"": ""Material AG Verwaltet Erfassung von Orten und Mat"", ""totalVotes"": 3}, {""bordaScore"": 13, ""firstPlaceVotes"": 1, ""maxPossibleScore"": 18, ""proposalId"": ""gjnpljxyyh1y1fv"", ""rankDistribution"": [1, 1, 0, 0, 1, 0], ""title"": ""ausleih.app nutzen"", ""totalVotes"": 3}, {""bordaScore"": 12, ""firstPlaceVotes"": 0, ""maxPossibleScore"": 18, ""proposalId"": ""px3acjduduouqz6"", ""rankDistribution"": [0, 0, 3, 0, 0, 0], ""title"": ""Im Material-Chat fragen, wenn jemensch was braucht"", ""totalVotes"": 3}, {""bordaScore"": 8, ""firstPlaceVotes"": 0, ""maxPossibleScore"": 18, ""proposalId"": ""nra27jcg8g8vvq8"", ""rankDistribution"": [0, 1, 0, 0, 1, 1], ""title"": ""A structured table of items"", ""totalVotes"": 3}, {""bordaScore"": 8, ""firstPlaceVotes"": 0, ""maxPossibleScore"": 18, ""proposalId"": ""uv9s9bhv4lnav3n"", ""rankDistribution"": [0, 0, 0, 2, 1, 0], ""title"": ""Zus\u00e4tzliche inputs"", ""totalVotes"": 3}, {""bordaScore"": 5, ""firstPlaceVotes"": 0, ""maxPossibleScore"": 18, ""proposalId"": ""vee7zdpty5ijljm"", ""rankDistribution"": [0, 0, 0, 1, 0, 2], ""title"": ""Nutzen von pumpipumpe.ch als Datenbank was wo vorhanden ist"", ""totalVotes"": 3}], ""totalBallots"": 3}"
