id,author,closing_window_deadline,constraints,created,current_phase,current_phase_name,description,discussion_deadline,focus_quorum,group,invite_token,title,updated,visibility,vote_deadline,voting_summary_json
0w3z1e5u1y1d83t,de13859e1d6aea12,2026-08-05 17:09:00.003Z,"[""Gef\u00fchlte Fairness: Das System muss individuelle Bed\u00fcrfnisse (wie Ern\u00e4hrungsformen) sowie die unterschiedlichen Einkommensrealit\u00e4ten der Mitbewohner:innen ber\u00fccksichtigen, sodass sich niemand unfair behandelt f\u00fchlt."", ""Alltagstauglichkeit: Es muss total simpel in der Handhabung sein. Keine komplizierte Mathematik! Es sollte sich einfach in den Alltag integrieren lassen."", ""Kostendeckung: Alle gemeinsamen Ausgaben m\u00fcssen zuverl\u00e4ssig abgedeckt sein.""]",2026-07-27 17:08:27.569Z,pi9pj2ep48i41hg,Decided,"<p>In einer WG teilen wir uns viele Dinge, aber wir nutzen sie selten genau gleich. Das grösste Thema ist oft das Essen: Manche leben vegan, andere haben Allergien, manche kochen jeden Tag, andere essen oft auswärts. Auch bei anderen Alltagsdingen gehen die Nutzungen weit auseinander, sei es bei Hygieneartikeln oder der Tinte für den WG-Drucker. Hinzu kommt, dass in unserer WG Menschen mit sehr unterschiedlichen finanziellen Möglichkeiten zusammenleben. Wir suchen nach einem System, mit dem wir unsere gemeinsamen Ausgaben fair aufteilen können, ohne stundenlang Kassenbons auseinanderzurechnen. Wie sieht eine clevere, entspannte und faire Lösung für den WG-Alltag aus, bei der sich niemand ausgenutzt oder überlastet fühlt?</p>",2026-08-03 17:08:27.582Z,0,v0e99klwn3wg6qe,,"Wie finanzieren wir gemeinsame WG-Einkäufe fair, wenn alle unterschiedliche Bedürfnisse haben?",2026-08-09 13:22:02.465Z,Group,2026-08-08 17:09:00.226Z,"{""abstentions"": 0, ""activeVotes"": 3, ""eligibleVoters"": 12, ""numChampions"": 5, ""proposals"": [{""bordaScore"": 11, ""firstPlaceVotes"": 2, ""maxPossibleScore"": 15, ""proposalId"": ""ppkkg16jlpylazv"", ""rankDistribution"": [2, 0, 0, 0, 1], ""title"": ""Essen F\u00fcr alle"", ""totalVotes"": 3}, {""bordaScore"": 10, ""firstPlaceVotes"": 0, ""maxPossibleScore"": 15, ""proposalId"": ""l5sqzdyfozw6267"", ""rankDistribution"": [0, 1, 2, 0, 0], ""title"": ""Liste erweitern"", ""totalVotes"": 3}, {""bordaScore"": 9, ""firstPlaceVotes"": 1, ""maxPossibleScore"": 15, ""proposalId"": ""i6o7tfr2opn951e"", ""rankDistribution"": [1, 0, 0, 2, 0], ""title"": ""Untergr\u00fcppchen"", ""totalVotes"": 3}, {""bordaScore"": 9, ""firstPlaceVotes"": 0, ""maxPossibleScore"": 15, ""proposalId"": ""spcuyp6qr3y1eq6"", ""rankDistribution"": [0, 1, 1, 1, 0], ""title"": ""wir zahlen monatlich einen bestimmten Betrag in eine Kasse ein. mit diesem Geld werden kollektive Eink\u00e4ufe get\u00e4tigt."", ""totalVotes"": 3}, {""bordaScore"": 6, ""firstPlaceVotes"": 0, ""maxPossibleScore"": 15, ""proposalId"": ""n9fuozjh7xq5vuy"", ""rankDistribution"": [0, 1, 0, 0, 2], ""title"": ""Lieferung und Untergruppe der Ern\u00e4hrungsweise."", ""totalVotes"": 3}], ""totalBallots"": 3}"
