id,action_type,created,metadata_json,occurred_at,question,run,target_id,updated,user
rwd5bebkgam5g1c,feed_filter_change,2026-08-01 08:39:25.318Z,"{""feedTab"": ""foryou"", ""selectedLabelId"": null, ""sortMode"": ""Newest""}",2026-08-01 08:39:26.014Z,,,,2026-08-01 08:39:25.318Z,34063db6dedf42bc
wxt584b576h0b6z,session_start,2026-08-01 08:39:25.326Z,"{""isMobile"": true, ""screenHeight"": 770, ""screenWidth"": 411, ""userAgent"": ""Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/150.0.0.0 Mobile Safari/537.36""}",2026-08-01 08:39:26.018Z,,,,2026-08-01 08:39:25.326Z,34063db6dedf42bc
rk2z8d7h5hjwcmp,page_view,2026-08-01 08:39:25.333Z,"{""to"": ""/questions/0w3z1e5u1y1d83t/proposals/ideas""}",2026-08-01 08:39:26.021Z,0w3z1e5u1y1d83t,,,2026-08-01 08:39:25.333Z,34063db6dedf42bc
7qdzf2bt5lihutx,page_view,2026-08-01 08:39:30.098Z,"{""from"": ""/questions/0w3z1e5u1y1d83t/proposals/ideas"", ""to"": ""/questions/0w3z1e5u1y1d83t/proposals/new""}",2026-08-01 08:39:30.786Z,0w3z1e5u1y1d83t,,,2026-08-01 08:39:30.098Z,34063db6dedf42bc
lm50ut95sfqi3c2,tab_switch,2026-08-01 08:39:42.927Z,"{""state"": ""visible""}",2026-08-01 08:39:42.782Z,,,,2026-08-01 08:39:42.927Z,407be8b01d4ce342
fem4ikwxxcz7z3n,tab_switch,2026-08-01 08:39:53.816Z,"{""state"": ""visible""}",2026-08-01 08:39:53.646Z,,,,2026-08-01 08:39:53.816Z,407be8b01d4ce342
y4iv742ibzqds15,feed_filter_change,2026-08-01 08:39:55.650Z,"{""feedTab"": ""foryou"", ""selectedLabelId"": null, ""sortMode"": ""Newest""}",2026-08-01 08:39:55.636Z,,,,2026-08-01 08:39:55.650Z,407be8b01d4ce342
isyph5apluovn9j,page_view,2026-08-01 08:39:55.668Z,"{""from"": ""/de/questions/0w3z1e5u1y1d83t/proposals/subscriptions"", ""to"": ""/de/questions/0w3z1e5u1y1d83t/proposals/ideas""}",2026-08-01 08:39:55.656Z,0w3z1e5u1y1d83t,,,2026-08-01 08:39:55.668Z,407be8b01d4ce342
ehv788ngksdt6ca,subscribe,2026-08-01 08:39:58.048Z,,2026-08-01 08:39:58.047Z,0w3z1e5u1y1d83t,,ag1c4yqxa4oe2w4,2026-08-01 08:39:58.048Z,34063db6dedf42bc
wpum834nhvrdhgt,create_idea,2026-08-01 08:39:58.052Z,,2026-08-01 08:39:58.044Z,0w3z1e5u1y1d83t,,ag1c4yqxa4oe2w4,2026-08-01 08:39:58.052Z,34063db6dedf42bc
h8kpjudfxa70411,create_label,2026-08-01 08:39:58.054Z,"{""label_name"": ""Untergr\u00fcppchen""}",2026-08-01 08:39:58.044Z,0w3z1e5u1y1d83t,,r75b39f3q45tu4n,2026-08-01 08:39:58.054Z,34063db6dedf42bc
717zbz1rt942se2,proposal_view,2026-08-01 08:39:58.275Z,,2026-08-01 08:39:58.946Z,0w3z1e5u1y1d83t,,ag1c4yqxa4oe2w4,2026-08-01 08:39:58.275Z,34063db6dedf42bc
