id,author,created,description,invite_token,name,updated
v0e99klwn3wg6qe,xutr6nr3440j17q,2026-07-23 20:48:53.713Z,Eine Studiengruppe zur Bewertung des WG-Szenarios für die faire Aufteilung gemeinsamer Kosten.,1dtp63XGs5qnUaDOloTAkvyWTejENZh5,WG-Studiengruppe,2026-07-23 20:48:53.713Z
